"V1","V2","V3","V4","V5","y"
18.2994012963547,2.89639335672525,2.31755864992104,1.55770237177024,-3.005972289341,-2.84768725476148
15.8180808237883,4.50659684050446,7.13152430456408,0.323244251036532,-1.2679054617417,0.384458514712068
17.188030667228,3.80088395728788,1.05052434817349,0.402060807903085,-3.83294111942723,-5.80341949223596
17.4568723081166,2.22906071625138,4.32228460356417,3.36846954193371,-1.78388649967694,-0.642682995361982
19.2512799678311,1.49639580433174,2.95071495641359,-2.39136653962368,-1.59087427502218,1.46211244601841
16.432377238402,1.53660063525674,2.65739182876432,1.93341920717747,-2.31228861099864,-0.783022077106413
17.2329897675888,3.32103638894802,-1.56397135253359,1.47245645617875,-4.79296037927448,-7.49031140020499
17.3915987267485,-0.260247747530818,3.31966588843192,-1.07798050119686,0.537107478642126,-0.22548727400679
18.6776773640417,2.04610194041629,1.08877201576318,1.1120822053016,-6.42989938102815,-5.8236026174412
16.7934342209142,0.845784074748671,3.63768231512118,-0.183054824426863,-0.796907025282242,1.54503731516799
12.4160371859229,1.90280503037977,0.962109542819821,0.612931149101437,-2.17024404406174,-2.30808668837413
18.2026629320071,2.34668147244866,4.44769262094006,0.39726280307406,-4.77520098556203,-6.00291743208342
16.8106891773144,1.29855650129567,-1.19091207929883,-3.12297449566401,-2.72462862467545,0.713380812015055
14.9296670440687,1.59866814069727,6.09098090660343,-0.84926035424572,-0.455249707786335,2.39476726744135
18.5889299021627,2.81474035410827,5.55299686874178,1.99316220849798,-2.13883212373873,-1.88083434126421
17.9731631504779,1.36740471048498,4.66206188460756,4.04985958183166,-2.95184574092151,-1.44354016309617
18.2395934578058,-0.698648507565126,2.93110680035293,-0.33415297260348,-2.94232703638889,2.16074867369745
15.6076564782109,1.24387647523797,2.81521884395992,-1.51222878318715,-3.51918683668883,-1.22269766493621
16.1396797502945,2.65201498061713,2.68724144130474,-0.728564335542213,-0.680384295807749,0.813119357650912
18.3405004816829,-2.87126645807391,1.68848003985897,-2.0221125717733,-3.9098156761708,5.86358932914833
14.6877865835139,3.2012324270177,2.97987007899073,1.44490594422525,-1.71558873305356,-0.284054985011453
16.8949584397843,1.46951607229202,3.90707642454805,1.68769889485947,-0.0655208561934346,0.782641798118049
